type,prix,adresse,image_lien
chaussures,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3526941_uploaded_image1_1642346098.jpg
chaussures,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3526938_uploaded_image1_1642345964.jpg
chaussures,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3526935_uploaded_image1_1642345866.jpg
chaussures,10 000CFA,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_3513868_uploaded_image1_1641563929.jpg
chaussures,15 000CFA,"Biscuiterie, Dakar, Sénégal",https://images.coinafrique.com/thumb_3496189_uploaded_image2_1640319435.jpeg
chaussures,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3495835_uploaded_image1_1640284287.jpg
chaussures,12 000CFA,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3495410_uploaded_image1_1640264833.jpg
chaussures,15 000CFA,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_3486610_uploaded_image1_1639656374.jpg
chaussures,1 000CFA,"Patte d'oie, Dakar, Sénégal",https://images.coinafrique.com/thumb_3481315_uploaded_image1_1639352929.jpg
chaussures,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3475296_uploaded_image1_1638981582.jpg
chaussures,10 000CFA,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_3468451_uploaded_image1_1638628031.jpg
chaussures,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3462501_uploaded_image1_1638375325.jpg
chaussures,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3462499_uploaded_image1_1638375239.jpg
chaussures,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3462497_uploaded_image1_1638375172.jpg
chaussures,9 000CFA,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_3451771_uploaded_image1_1637718423.jpg
chaussures,7 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_3432590_uploaded_image2_1636625019.jpeg
chaussures,4 500CFA,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3429468_uploaded_image1_1636466917.jpg
chaussures,Prix sur demande,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_3429274_uploaded_image1_1636462416.jpg
chaussures,2 000CFA,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_3415129_uploaded_image1_1635810651.jpg
chaussures,2 000CFA,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_3415124_uploaded_image1_1635810270.jpg
chaussures,1 500CFA,"Patte d'oie, Dakar, Sénégal",https://images.coinafrique.com/thumb_3401227_uploaded_image1_1635079924.jpg
chaussures,1 500CFA,"Patte d'oie, Dakar, Sénégal",https://images.coinafrique.com/thumb_3401225_uploaded_image1_1635079810.jpg
chaussures,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3400235_uploaded_image1_1634998926.jpg
chaussures,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3400230_uploaded_image1_1634998844.jpg
chaussures,14 000CFA,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_3398164_uploaded_image1_1634895995.jpg
chaussures,12 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3391943_uploaded_image1_1634574064.jpg
chaussures,6 500CFA,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3378261_uploaded_image1_1633851365.jpg
chaussures,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3372302_uploaded_image1_1633544921.jpg
chaussures,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3372289_uploaded_image1_1633544246.jpg
