web-scraper-order,web-scraper-start-url,type habits,prix,adresse,image_lien-src,container_vetements-enfant,container_vetements-enfant-href
"1752745843-1045","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Sous vetement enfant","1 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3079390"
"1752745843-1046","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vetement  enfants","8 500 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5193655_uploaded_image1_1739987145.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3079390"
"1752745843-1047","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Sous-vêtement Enfant","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_3198270_uploaded_image1_1625015464.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3079390"
"1752745843-1048","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vetement  enfants","10 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4667484_uploaded_image1_1711840999.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3079390"
"1752745843-1049","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vetements enfant","10 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4645364_uploaded_image1_1710623336.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3079390"
"1752745843-1050","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vetements  enfants","8 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4519620_uploaded_image1_1703885107.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3079390"
"1752745843-1051","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vetement enfants","8 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4510412_uploaded_image1_1703252917.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3079390"
"1752745843-1052","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtement enfant","5 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4065291_uploaded_image1_1674673177.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3079390"
"1752745843-1053","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vetement enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5312820_uploaded_image1_1746452801.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3079390"
"1752745847-1054","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble short enfant","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5364545_uploaded_image1_1749327684.jpg","Ensemble enfants","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-3083311"
"1752745847-1055","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble Pul Enfants","18 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5081973_uploaded_image1_1733664739.jpg","Ensemble enfants","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-3083311"
"1752745847-1056","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble costumes enfants","25 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5081958_uploaded_image1_1733664149.jpg","Ensemble enfants","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-3083311"
"1752745847-1057","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble veste garçon 5 pièces","28 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5010327_uploaded_image1_1729813849.jpg","Ensemble enfants","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-3083311"
"1752745847-1058","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Costume enfant","28 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5010301_uploaded_image1_1729811616.jpg","Ensemble enfants","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-3083311"
"1752745847-1059","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble petit garçon","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4709506_uploaded_image1_1713995931.jpg","Ensemble enfants","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-3083311"
"1752745847-1060","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble crop top","12 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4709483_uploaded_image1_1713995121.jpg","Ensemble enfants","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-3083311"
"1752745847-1061","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble veste pour enfant","23 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4479762_uploaded_image1_1701402947.jpg","Ensemble enfants","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-3083311"
"1752745847-1062","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble enfant","13 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4402991_uploaded_image1_1696452237.jpg","Ensemble enfants","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-3083311"
"1752745847-1063","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble Robe enfants","28 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3990865_uploaded_image1_1670005692.jpg","Ensemble enfants","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-3083311"
"1752745847-1064","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble enfants","8 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3913283_uploaded_image1_1665352048.jpg","Ensemble enfants","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-3083311"
"1752745847-1065","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Polo pour enfants","8 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3883008_uploaded_image1_1663536149.jpg","Ensemble enfants","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-3083311"
"1752745851-1066","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3086234_uploaded_image1_1619695623.jpg","Robe fillette","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-3083787"
"1752745851-1067","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3086230_uploaded_image1_1619695571.jpg","Robe fillette","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-3083787"
"1752745851-1068","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3086229_uploaded_image1_1619695508.jpg","Robe fillette","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-3083787"
"1752745851-1069","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3086225_uploaded_image1_1619695446.jpg","Robe fillette","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-3083787"
"1752745851-1070","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3086220_uploaded_image1_1619695388.jpg","Robe fillette","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-3083787"
"1752745851-1071","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3083787_uploaded_image1_1619562155.jpg","Robe fillette","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-3083787"
"1752745851-1072","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","7 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_2667508_uploaded_image1_1601664466.jpg","Robe fillette","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-3083787"
"1752745851-1073","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","5 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2772903_uploaded_image1_1605786106.jpg","Robe fillette","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-3083787"
"1752745851-1074","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","5 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2772900_uploaded_image1_1605786048.jpg","Robe fillette","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-3083787"
"1752745851-1075","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","5 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2772898_uploaded_image1_1605785995.jpg","Robe fillette","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-3083787"
"1752745851-1076","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","5 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2772893_uploaded_image1_1605785932.jpg","Robe fillette","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-3083787"
"1752745851-1077","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","5 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2772889_uploaded_image1_1605785875.jpg","Robe fillette","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-3083787"
"1752745857-1078","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3086234_uploaded_image1_1619695623.jpg","Robe fillette","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-3086220"
"1752745857-1079","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3086230_uploaded_image1_1619695571.jpg","Robe fillette","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-3086220"
"1752745857-1080","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3086229_uploaded_image1_1619695508.jpg","Robe fillette","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-3086220"
"1752745857-1081","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3086225_uploaded_image1_1619695446.jpg","Robe fillette","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-3086220"
"1752745857-1082","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3086220_uploaded_image1_1619695388.jpg","Robe fillette","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-3086220"
"1752745857-1083","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3083787_uploaded_image1_1619562155.jpg","Robe fillette","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-3086220"
"1752745857-1084","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","7 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_2667508_uploaded_image1_1601664466.jpg","Robe fillette","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-3086220"
"1752745857-1085","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","5 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2772903_uploaded_image1_1605786106.jpg","Robe fillette","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-3086220"
"1752745857-1086","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","5 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2772900_uploaded_image1_1605786048.jpg","Robe fillette","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-3086220"
"1752745857-1087","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","5 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2772898_uploaded_image1_1605785995.jpg","Robe fillette","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-3086220"
"1752745857-1088","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","5 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2772893_uploaded_image1_1605785932.jpg","Robe fillette","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-3086220"
"1752745857-1089","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","5 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2772889_uploaded_image1_1605785875.jpg","Robe fillette","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-3086220"
"1752745861-1090","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3086234_uploaded_image1_1619695623.jpg","Robe fillette","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-3086225"
"1752745861-1091","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3086230_uploaded_image1_1619695571.jpg","Robe fillette","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-3086225"
"1752745861-1092","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3086229_uploaded_image1_1619695508.jpg","Robe fillette","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-3086225"
"1752745861-1093","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3086225_uploaded_image1_1619695446.jpg","Robe fillette","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-3086225"
"1752745861-1094","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3086220_uploaded_image1_1619695388.jpg","Robe fillette","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-3086225"
"1752745861-1095","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3083787_uploaded_image1_1619562155.jpg","Robe fillette","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-3086225"
"1752745861-1096","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","7 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_2667508_uploaded_image1_1601664466.jpg","Robe fillette","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-3086225"
"1752745861-1097","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","5 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2772903_uploaded_image1_1605786106.jpg","Robe fillette","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-3086225"
"1752745861-1098","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","5 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2772900_uploaded_image1_1605786048.jpg","Robe fillette","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-3086225"
