web-scraper-order,web-scraper-start-url,container_chaussures-enfant,container_chaussures-enfant-href,type chaussures,prix,adresse,image_lien-src
"1752762983-707","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures  enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905383","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1752762983-708","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures  enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905383","Chaussures enfant","17 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4928091_uploaded_image1_1725487369.jpg"
"1752762983-709","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures  enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905383","Chaussures bébé et enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1752762983-710","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures  enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905383","Chaussures enfants","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4779994_uploaded_image1_1717548193.jpg"
"1752762983-711","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures  enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905383","Chaussures enfants","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4779993_uploaded_image1_1717548114.jpg"
"1752762983-712","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures  enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905383","Chaussures enfant","13 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg"
"1752762983-713","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures  enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905383","Chaussures enfant","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4397886_uploaded_image1_1696179932.jpg"
"1752762983-714","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures  enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905383","Chaussures enfant","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4396320_uploaded_image1_1696061527.jpg"
"1752762987-715","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","chaussures  enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905385","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752762987-716","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","chaussures  enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905385","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416767_uploaded_image1_1752155258.jpg"
"1752762987-717","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","chaussures  enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905385","Chaussures enfants","2 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5253810_uploaded_image1_1743097199.jpg"
"1752762987-718","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","chaussures  enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905385","Chaussures enfants","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5231318_uploaded_image1_1741923251.jpg"
"1752762987-719","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","chaussures  enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905385","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1752762987-720","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","chaussures  enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905385","Chaussures enfant","17 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4928091_uploaded_image1_1725487369.jpg"
"1752762987-721","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","chaussures  enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905385","Chaussures bébé et enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1752762987-722","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","chaussures  enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905385","Chaussures enfants","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4779994_uploaded_image1_1717548193.jpg"
"1752762987-723","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","chaussures  enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905385","Chaussures enfants","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4779993_uploaded_image1_1717548114.jpg"
"1752762987-724","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","chaussures  enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905385","Chaussures enfant","13 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg"
"1752762987-725","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","chaussures  enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905385","Chaussures enfant","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4397886_uploaded_image1_1696179932.jpg"
"1752762987-726","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","chaussures  enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905385","Chaussures enfant","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4396320_uploaded_image1_1696061527.jpg"
"1752762991-727","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905388","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752762991-728","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905388","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416767_uploaded_image1_1752155258.jpg"
"1752762991-729","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905388","Chaussures enfants","2 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5253810_uploaded_image1_1743097199.jpg"
"1752762991-730","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905388","Chaussures enfants","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5231318_uploaded_image1_1741923251.jpg"
"1752762991-731","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905388","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1752762991-732","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905388","Chaussures enfant","17 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4928091_uploaded_image1_1725487369.jpg"
"1752762991-733","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905388","Chaussures bébé et enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1752762991-734","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905388","Chaussures enfants","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4779994_uploaded_image1_1717548193.jpg"
"1752762991-735","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905388","Chaussures enfants","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4779993_uploaded_image1_1717548114.jpg"
"1752762991-736","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905388","Chaussures enfant","13 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg"
"1752762991-737","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905388","Chaussures enfant","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4397886_uploaded_image1_1696179932.jpg"
"1752762991-738","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905388","Chaussures enfant","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4396320_uploaded_image1_1696061527.jpg"
"1752762995-739","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905394","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752762995-740","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905394","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416767_uploaded_image1_1752155258.jpg"
"1752762995-741","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905394","Chaussures enfants","2 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5253810_uploaded_image1_1743097199.jpg"
"1752762995-742","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905394","Chaussures enfants","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5231318_uploaded_image1_1741923251.jpg"
"1752762995-743","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905394","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1752762995-744","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905394","Chaussures enfant","17 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4928091_uploaded_image1_1725487369.jpg"
"1752762995-745","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905394","Chaussures bébé et enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1752762995-746","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905394","Chaussures enfants","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4779994_uploaded_image1_1717548193.jpg"
"1752762995-747","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905394","Chaussures enfants","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4779993_uploaded_image1_1717548114.jpg"
"1752762995-748","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905394","Chaussures enfant","13 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg"
"1752762995-749","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905394","Chaussures enfant","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4397886_uploaded_image1_1696179932.jpg"
"1752762995-750","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905394","Chaussures enfant","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4396320_uploaded_image1_1696061527.jpg"
"1752762999-751","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905397","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752762999-752","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905397","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416767_uploaded_image1_1752155258.jpg"
"1752762999-753","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905397","Chaussures enfants","2 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5253810_uploaded_image1_1743097199.jpg"
"1752762999-754","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905397","Chaussures enfants","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5231318_uploaded_image1_1741923251.jpg"
"1752762999-755","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905397","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1752762999-756","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905397","Chaussures enfant","17 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4928091_uploaded_image1_1725487369.jpg"
"1752762999-757","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905397","Chaussures bébé et enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1752762999-758","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905397","Chaussures enfants","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4779994_uploaded_image1_1717548193.jpg"
